レース情報,馬番,馬名,騎手名,基準オッズ,基準人気順位,ラップ適性,ラップキャラ,展開順位,展開ゴール差,先行力,追走力,持久力,持続力,瞬発力,ＳＴ指数,仕上指数,合計値,合計値順位,,先行力順位,追走力順位,持久力順位,持続力順位,瞬発力順位,ＳＴ指数順位,仕上指数順位,着,人,単勝
京都1R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:05発走,14,キョウエイシンシア,和田竜,31.1,10,中速瞬発,,13,29,58,56,51,39,35,20,38,-26,9,,4.0,4.0,7.0,12.0,13.0,14.0,8.0,12,12,231.9
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,01,メイショウクライム,藤岡佑,7.7,4,中速瞬発,カスリ,3,4,43,42,51,58,59,39,41,-2,4,,12.0,12.0,8.0,4.0,2.0,4.0,3.0,1,4,9.5
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,02,メテオスウォーム,森泰斗,107.8,14,高速スタミナ,,14,40,61,63,52,39,37,18,40,-24,11,,3.0,2.0,7.0,12.0,13.0,13.0,6.0,10,8,77.7
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,03,ダディーズトリップ,戸崎圭,12.0,6,低速瞬発,,5,8,52,47,31,47,53,32,26,-24,9,,7.0,10.0,15.0,10.0,9.0,6.0,13.0,8,6,40.4
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,04,トロハ,松山弘,8.4,5,低速バランス,カスリ,6,11,42,40,46,54,55,42,41,1,2,,13.0,13.0,12.0,8.0,6.0,2.0,3.0,5,5,11.2
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,05,カフジローズ,Ｍデム,3.9,2,中速バランス,ピッタリ,1,0,46,50,63,61,58,40,41,-1,3,,10.0,8.0,1.0,1.0,3.0,3.0,3.0,2,2,3.9
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,06,ハギノアップロード,福永祐,2.9,1,中速瞬発,カスリ,2,0,45,45,54,56,55,44,47,9,1,,11.0,11.0,6.0,6.0,6.0,1.0,1.0,4,1,2.4
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,07,バンクショット,川田将,17.7,7,高速底力,,11,25,68,65,34,35,39,22,33,-27,13,,1.0,1.0,13.0,13.0,12.0,11.0,11.0,3,7,67.2
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,08,リップグロス,笹川翼,73.2,13,高速バランス,カスリ,7,14,47,49,57,59,58,25,40,-17,7,,9.0,9.0,4.0,3.0,3.0,10.0,6.0,12,13,195.9
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,09,ダノンレグナム,浜中俊,4.9,3,高速バランス,カスリ,4,7,53,52,48,56,57,31,42,-9,5,,6.0,7.0,11.0,6.0,5.0,8.0,2.0,7,3,4.2
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,10,オリアナフィオーレ,国分恭,66.4,12,高速底力,,13,37,63,59,34,34,37,16,40,-26,12,,2.0,3.0,13.0,15.0,13.0,15.0,6.0,15,12,174.8
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,11,ロフティネス,松若風,31.2,10,超低速瞬発,,8,16,34,35,62,57,54,33,36,-13,6,,14.0,14.0,2.0,5.0,8.0,5.0,10.0,6,10,96.3
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,12,エイシンノヘキレキ,和田竜,29.2,9,低速バランス,カスリ,15,53,55,59,60,35,30,31,27,-24,10,,5.0,3.0,3.0,13.0,15.0,8.0,12.0,9,9,80.3
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,13,リベラルタイプ,岩田康,23.8,8,低速瞬発,,9,16,34,32,51,60,61,32,20,-30,14,,14.0,15.0,8.0,2.0,1.0,6.0,15.0,11,11,144.5
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,14,メロディーレーン,三津谷,124.3,15,高速底力,,10,23,51,53,56,54,53,17,26,-39,15,,8.0,6.0,5.0,8.0,9.0,14.0,13.0,13,15,412.7
京都2R　２歳未勝利２歳(馬齢)　芝外1800ｍ　10:30発走,15,クリノオンリーワン,菱田裕,52.2,11,高速底力,,12,29,58,58,49,43,43,22,40,-20,8,,4.0,5.0,10.0,11.0,11.0,11.0,6.0,14,14,220.1
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,01,マサノビジョン,鮫島良,38.2,9,高速持続,,10,41,36,35,49,36,37,13,25,-42,9,,10.0,10.0,7.0,10.0,9.0,9.0,10.0,8,10,456.6
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,02,キョウワドリヴン,小牧太,3.7,2,低速スタミナ,ピッタリ,3,10,60,61,50,56,56,27,41,-12,4,,2.0,2.0,5.0,5.0,3.0,5.0,2.0,2,3,6.3
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,03,エイシンホルス,和田竜,23.7,8,高速底力,,8,25,46,44,46,42,45,9,36,-35,8,,6.0,8.0,9.0,8.0,8.0,1.0,6.0,9,8,45.6
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,04,モズダッシュスター,古川吉,2.9,1,超低速瞬発,,4,10,60,49,28,45,56,38,43,1,1,,2.0,5.0,10.0,6.0,3.0,3.0,1.0,4,1,2.7
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,05,マイネルプリサイス,Ｃデム,3.9,3,中速スタミナ,カスリ,1,0,63,64,52,57,56,27,40,-13,5,,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3,2,2.9
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,06,カッシーニ,横山典,6.6,4,低速瞬発,,5,11,44,45,52,61,60,32,40,-8,3,,7.0,7.0,3.0,2.0,2.0,4.0,3.0,5,4,7.1
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,07,コパノマーティン,戸崎圭,9.0,5,中速底力,,6,11,49,58,66,57,49,44,36,0,2,,5.0,4.0,1.0,3.0,6.0,2.0,6.0,1,7,23.8
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,08,デンコウミシオン,大野拓,15.9,7,中速バランス,,2,10,38,38,50,64,63,24,40,-16,6,,9.0,9.0,5.0,1.0,1.0,7.0,3.0,6,5,13.1
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,09,クリノクルミチャン,下原理,49.3,10,低速スタミナ,ピッタリ,9,35,42,47,60,37,33,1,28,-51,10,,8.0,6.0,2.0,9.0,10.0,10.0,9.0,10,9,214.0
京都3R　２歳未勝利２歳(馬齢)　ダ1400ｍ　11:00発走,10,メイショウランセツ,池添謙,11.5,6,低速スタミナ,ピッタリ,7,12,60,59,47,45,46,23,36,-21,7,,2.0,3.0,8.0,6.0,7.0,8.0,6.0,7,6,19.3
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,01,シズカマナカ,松山弘,60.6,13,,,9,18,45,44,42,43,44,15,24,-43,17,,12.0,12.0,14.0,11.0,11.0,8.0,16.0,18,14,293.3
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,02,ヤマイチエルサ,小牧太,39.1,10,,,13,22,42,42,44,42,42,15,24,-43,16,,15.0,15.0,10.0,16.0,16.0,8.0,16.0,16,12,207.0
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,03,ベルメモワール,松若風,62.3,14,,,11,20,48,47,45,43,42,15,36,-31,12,,7.0,8.0,9.0,11.0,16.0,8.0,11.0,14,15,355.5
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,04,タイムハンドラー,ルメー,7.4,3,,,4,8,48,48,48,47,47,20,31,-31,11,,7.0,7.0,7.0,7.0,7.0,7.0,14.0,9,3,5.4
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,05,メイショウミヤラビ,池添謙,50.1,12,,,10,18,46,45,43,44,45,15,36,-31,13,,10.0,10.0,13.0,10.0,9.0,8.0,11.0,15,13,214.8
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,06,エイシントルーパー,藤岡佑,49.5,11,,,8,17,43,43,44,43,43,15,40,-27,8,,13.0,13.0,10.0,11.0,12.0,8.0,5.0,17,10,122.4
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,07,エールジョリー,菱田裕,137.0,18,,,15,27,43,42,42,43,43,15,29,-38,15,,13.0,15.0,14.0,11.0,12.0,8.0,15.0,13,17,389.3
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,08,ブルベアローザ,鮫島良,131.3,17,,,17,28,46,45,44,42,41,15,32,-35,14,,10.0,10.0,10.0,16.0,18.0,8.0,13.0,11,16,378.7
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,09,ワンダーエカルテ,太宰啓,74.9,16,,,14,25,48,46,42,43,43,15,40,-27,7,,7.0,9.0,14.0,11.0,12.0,8.0,5.0,10,11,171.9
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,10,ブランシェット,和田竜,16.3,9,,,18,28,34,37,42,45,47,15,40,-27,9,,18.0,18.0,14.0,8.0,7.0,8.0,5.0,3,7,26.5
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,11,ショウサンシルエラ,岩田康,15.3,8,,,12,22,41,41,42,42,43,15,40,-27,10,,16.0,17.0,14.0,16.0,12.0,8.0,5.0,6,8,28.9
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,12,タガノバレッティ,戸崎圭,8.1,5,,,2,3,70,71,72,71,70,44,42,4,1,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8,4,10.3
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,13,モアナアネラ,Ｃデム,5.5,2,,,6,9,59,60,60,62,63,34,41,-7,4,,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4,2,3.7
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,14,アルバリズム,幸英明,11.3,6,,,5,8,63,61,59,59,59,32,41,-9,5,,3.0,4.0,5.0,5.0,4.0,5.0,3.0,7,6,22.7
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,15,サヴォワールエメ,Ｍデム,2.8,1,,,1,0,65,65,65,69,70,37,43,-2,2,,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1,1,2.4
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,16,シャンタンエドゥー,福永祐,13.8,7,,,3,6,55,55,54,55,55,24,38,-20,6,,6.0,6.0,6.0,6.0,6.0,6.0,10.0,5,9,31.8
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,17,タマモリボン,服部寿,62.3,15,,,16,27,41,43,46,45,45,15,23,-44,18,,16.0,13.0,8.0,8.0,9.0,8.0,18.0,12,18,393.3
京都4R　２歳新馬２歳(馬齢)　芝1600ｍ　11:30発走,18,ハナイロコマチ,川島信,8.0,4,,,7,16,62,64,67,62,59,38,40,-4,3,,4.0,3.0,2.0,3.0,4.0,2.0,5.0,2,5,22.5
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,01,アールコンセンサス,的場文,5.3,4,,,6,10,49,50,50,50,50,27,42,-9,4,,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3,3,7.5
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,02,アドマイヤコースト,岩田康,4.5,3,,,4,8,56,56,55,56,57,32,49,3,2,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5,4,8.5
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,03,コンカラー,松山弘,24.7,8,,,7,11,37,37,39,42,46,19,25,-34,8,,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7,8,135.5
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,04,ブラックハーデス,戸崎圭,11.0,6,,,8,24,36,35,36,34,31,15,30,-33,7,,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6,7,36.7
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,05,ヘイセイラスト,丸山元,12.0,7,,,5,8,62,52,45,45,45,22,37,-19,6,,1.0,4.0,6.0,6.0,7.0,6.0,5.0,4,5,18.8
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,06,マテラサンオウ,武　豊,8.1,5,,,2,7,45,47,49,49,48,26,36,-16,5,,6.0,6.0,5.0,5.0,5.0,5.0,6.0,8,6,26.6
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,07,アルクス,ルメー,2.7,1,,,1,0,56,63,66,65,63,39,42,3,1,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1.7
京都5R　２歳新馬２歳(馬齢)　芝2000ｍ　12:20発走,08,グリッサード,Ｃデム,4.1,2,,,3,7,60,60,59,59,59,35,41,-2,3,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2,2,4.0
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,01,ヴィニー,武　豊,15.0,7,低速持続,,6,7,42,33,39,45,56,40,54,-18,13,,11.0,14.0,13.0,11.0,5.0,13.0,9.0,4,7,30.1
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,02,タガノアシュラ,国分恭,22.5,8,中速バランス,ピッタリ,7,10,51,51,50,49,48,52,43,-17,11,,7.0,7.0,9.0,9.0,9.0,10.0,13.0,12,9,36.8
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,03,アイヴァン,三津谷,56.9,14,中速バランス,ピッタリ,10,19,51,46,45,44,45,52,45,-15,9,,7.0,8.0,11.0,12.0,10.0,10.0,12.0,14,13,277.3
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,04,エクレアスパークル,川田将,2.7,1,中速スタミナ,,8,11,53,53,51,47,42,63,61,12,1,,5.0,6.0,8.0,10.0,11.0,1.0,2.0,6,1,1.6
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,05,シンハラージャ,戸崎圭,13.3,6,超低速持続,,14,24,54,56,53,44,33,44,51,-17,12,,4.0,4.0,6.0,12.0,14.0,12.0,10.0,10,6,26.3
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,06,リリーモントルー,丸山元,29.9,11,超低速スタミナ,,1,0,32,42,57,63,65,55,63,6,3,,14.0,11.0,3.0,2.0,1.0,6.0,1.0,3,8,33.1
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,07,イイコトズクシ,和田竜,33.8,12,高速持続,,11,20,70,42,25,24,37,36,55,-21,14,,1.0,11.0,14.0,14.0,12.0,14.0,6.0,13,12,107.3
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,08,シエラネバダ,松山弘,23.5,10,中速バランス,ピッタリ,12,21,60,70,62,53,37,53,55,-4,8,,3.0,1.0,2.0,6.0,12.0,8.0,6.0,5,10,56.0
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,09,グレンマクナス,Ｍデム,7.8,4,中速バランス,ピッタリ,4,5,52,56,54,55,54,57,55,0,4,,6.0,4.0,5.0,4.0,6.0,4.0,6.0,11,4,14.9
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,10,インターセクション,岩田康,5.1,2,中速バランス,ピッタリ,9,11,43,43,48,50,53,60,58,6,2,,10.0,10.0,10.0,7.0,7.0,2.0,3.0,2,3,12.1
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,11,ハイヒール,Ｃデム,11.3,5,中速持続,カスリ,5,5,61,63,53,57,59,53,58,-1,6,,2.0,2.0,6.0,3.0,3.0,8.0,3.0,1,5,19.2
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,12,モンファロン,松若風,35.5,13,高速底力,,13,21,39,46,55,54,49,58,50,-4,7,,13.0,8.0,4.0,5.0,8.0,3.0,11.0,9,14,354.1
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,13,ウインラナキラ,池添謙,22.5,9,中速バランス,ピッタリ,2,2,49,42,43,50,62,57,38,-17,10,,9.0,11.0,12.0,7.0,2.0,4.0,14.0,7,11,56.2
京都6R　３歳上500万下３歳上(定量)　芝2000ｍ　12:50発走,14,リシュブール,ルメー,5.4,3,中速瞬発,カスリ,3,5,42,58,64,66,59,55,56,-1,5,,11.0,3.0,1.0,1.0,3.0,6.0,5.0,8,2,3.6
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,01,ヴォカツィオーネ,国分恭,9.0,5,低速持続,ピッタリ,9,32,31,28,48,51,54,60,63,5,5,,10.0,10.0,6.0,4.0,4.0,4.0,3.0,4,5,11.7
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,02,グアン,武　豊,3.6,2,低速持続,ピッタリ,4,15,66,53,37,36,44,64,61,7,3,,1.0,4.0,9.0,10.0,8.0,2.0,5.0,2,3,5.0
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,03,レッドディオーサ,浜中俊,11.1,6,低速持続,ピッタリ,7,27,46,63,66,59,45,60,68,10,2,,7.0,1.0,1.0,3.0,7.0,4.0,1.0,4,6,15.4
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,04,エオリア,菱田裕,7.1,4,超低速持続,カスリ,2,4,41,51,60,65,63,71,64,17,1,,9.0,6.0,3.0,1.0,1.0,1.0,2.0,6,4,8.1
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,05,サウスアミューズ,太宰啓,36.1,10,中速スタミナ,,10,41,54,53,49,40,35,51,47,-20,10,,3.0,4.0,5.0,9.0,9.0,10.0,10.0,10,10,191.0
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,06,スペクター,ルメー,4.1,3,超低速底力,,1,0,49,61,61,64,58,59,59,0,6,,6.0,2.0,2.0,2.0,3.0,6.0,6.0,3,1,2.6
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,07,フレグラントブレス,Ｃデム,17.0,7,低速スタミナ,,6,19,46,43,47,50,53,57,58,-3,7,,7.0,9.0,7.0,5.0,5.0,7.0,7.0,9,7,42.5
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,08,タガノヴェローナ,幸英明,3.0,1,低速持続,ピッタリ,3,7,60,46,36,45,60,61,62,5,4,,2.0,8.0,10.0,7.0,2.0,3.0,4.0,1,2,2.8
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,09,メイショウナゴミ,松山弘,22.3,8,超低速スタミナ,,5,16,53,47,44,47,53,55,50,-13,9,,5.0,7.0,8.0,6.0,5.0,8.0,9.0,8,8,83.1
京都7R　３歳上1000万下３歳上(定量)　ダ1800ｍ　13:20発走,10,ロイヤルクルーズ,和田竜,27.0,9,超低速底力,,8,29,54,55,51,42,35,54,58,-6,8,,3.0,3.0,4.0,8.0,9.0,9.0,7.0,7,9,97.5
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,01,カッパツハッチ,丸山元,37.0,13,中速スタミナ,,3,4,56,66,58,56,51,52,61,-11,15,,5.0,2.0,2.0,7.0,8.0,16.0,5.0,3,4,11.1
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,02,キッズライトオン,笹川翼,138.0,17,超高速スタミナ,カスリ,7,10,62,53,39,48,60,58,54,-12,16,,2.0,6.0,18.0,10.0,4.0,11.0,17.0,16,15,198.5
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,03,ミトノレインボー,和田竜,16.1,8,超高速瞬発,,11,19,51,49,48,47,48,55,62,-7,9,,9.0,10.0,11.0,11.0,10.0,13.0,2.0,9,5,14.1
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,04,スペードクイーン,戸崎圭,15.8,7,超高速スタミナ,カスリ,5,6,64,70,52,47,42,53,61,-10,14,,1.0,1.0,6.0,11.0,14.0,15.0,5.0,4,11,58.1
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,05,ビリーバー,大野拓,23.8,11,高速スタミナ,,12,20,49,43,45,41,41,63,56,-5,8,,10.0,14.0,13.0,14.0,15.0,4.0,12.0,8,6,16.2
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,06,ワンダフルラッシュ,森泰斗,81.1,15,高速スタミナ,,8,11,46,53,57,57,53,55,60,-9,11,,15.0,6.0,3.0,5.0,6.0,13.0,9.0,13,12,76.3
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,07,タガノガジュマル,横山典,19.0,9,中速底力,,13,21,21,49,83,73,48,41,48,-35,18,,18.0,10.0,1.0,1.0,10.0,18.0,18.0,18,16,211.8
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,08,ピースマインド,岩田康,11.9,6,中速持続,,4,5,53,57,53,61,67,65,56,-3,5,,7.0,5.0,4.0,2.0,1.0,1.0,12.0,6,10,25.8
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,09,エンゲルヘン,Ｃデム,5.3,2,超高速スタミナ,カスリ,16,27,49,39,40,36,37,65,75,16,1,,10.0,15.0,17.0,18.0,17.0,1.0,1.0,2,2,5.1
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,10,イノバティブ,松若風,22.4,10,超高速持続,カスリ,10,17,46,45,50,59,67,65,61,2,2,,15.0,12.0,8.0,3.0,1.0,1.0,5.0,17,9,23.9
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,11,ワンダーアマービレ,ルメー,11.5,5,中速スタミナ,,1,0,53,52,49,57,64,60,60,-4,7,,7.0,8.0,10.0,5.0,3.0,7.0,9.0,14,3,6.8
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,12,キラーコンテンツ,川田将,2.8,1,高速底力,カスリ,2,4,59,60,50,51,52,61,62,-1,4,,3.0,3.0,8.0,9.0,7.0,6.0,2.0,5,1,2.3
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,13,ベリースコール,菱田裕,95.3,16,高速スタミナ,,6,9,54,59,53,58,59,59,55,-10,12,,6.0,4.0,4.0,4.0,5.0,10.0,16.0,12,18,303.9
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,14,イエローマリンバ,幸英明,8.8,4,超高速持続,カスリ,9,16,58,50,42,42,46,58,56,-10,13,,4.0,9.0,14.0,13.0,12.0,11.0,12.0,1,7,16.5
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,15,オフクヒメ,内田博,62.5,14,超高速底力,ピッタリ,17,27,35,33,52,52,51,49,58,-17,17,,17.0,18.0,6.0,8.0,8.0,17.0,11.0,11,14,193.4
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,16,スパイチャクラ,吉田隼,138.2,18,高速スタミナ,,14,26,49,39,41,37,38,60,61,-3,6,,10.0,15.0,15.0,17.0,16.0,7.0,5.0,7,13,190.2
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,17,イサチルホープ,国分恭,8.0,3,中速スタミナ,,18,29,48,37,41,39,43,62,62,0,3,,13.0,17.0,15.0,16.0,13.0,5.0,2.0,10,8,18.1
京都8R　醍醐特別３歳上(定量)　芝1200ｍ　13:50発走,18,ロックオン,浜中俊,30.8,12,高速底力,カスリ,15,26,47,44,48,40,35,60,56,-8,10,,14.0,13.0,11.0,15.0,18.0,7.0,12.0,15,17,238.2
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,01,シャルルマーニュ,武　豊,3.2,3,高速バランス,ピッタリ,4,15,59,59,50,38,33,68,79,15,1,,1.0,2.0,3.0,7.0,8.0,1.0,1.0,2,2,3.0
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,02,フローレスマジック,ルメー,2.9,2,中速瞬発,,1,0,48,56,68,69,64,66,66,0,2,,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1,1,2.0
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,03,テルメディカラカラ,幸英明,27.9,8,高速瞬発,カスリ,6,16,55,51,41,49,55,51,64,-17,7,,3.0,4.0,6.0,5.0,2.0,7.0,6.0,5,7,77.5
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,04,ボールライトニング,藤岡佑,12.2,5,高速瞬発,カスリ,5,15,45,46,50,53,53,63,66,-3,4,,7.0,7.0,3.0,2.0,5.0,3.0,2.0,6,5,13.9
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,05,ロライマ,福永祐,2.8,1,高速持続,カスリ,2,10,54,50,40,49,55,63,66,-3,3,,4.0,5.0,7.0,5.0,2.0,3.0,2.0,3,3,4.6
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,06,ドゥーカ,川田将,8.2,4,高速底力,,7,19,54,49,40,37,39,59,66,-7,5,,4.0,6.0,7.0,8.0,7.0,6.0,2.0,4,4,12.9
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,07,オブリゲーション,Ｃデム,16.4,6,中速底力,,8,35,28,29,50,53,55,63,53,-16,6,,8.0,8.0,3.0,2.0,2.0,3.0,8.0,7,6,22.1
京都9R　清水ステークス３歳上(定量)　芝外1600ｍ　14:20発走,08,クールオープニング,岩田康,20.3,7,低速持続,,3,13,57,61,60,53,47,51,55,-26,8,,2.0,1.0,2.0,2.0,6.0,7.0,7.0,8,8,126.1
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,01,ネロ,戸崎圭,11.0,4,超高速スタミナ,カスリ,11,31,63,62,50,30,29,73,83,14,2,,2.0,3.0,7.0,16.0,16.0,2.0,1.0,11,8,21.1
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,02,ニシケンモノノフ,横山典,16.7,8,高速底力,カスリ,8,19,70,64,38,37,40,67,68,-7,7,,1.0,1.0,15.0,15.0,13.0,9.0,9.0,8,10,39.5
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,03,キングズガード,藤岡佑,14.9,7,高速スタミナ,ピッタリ,5,14,47,42,36,61,66,73,58,-11,10,,9.0,11.0,16.0,3.0,1.0,2.0,13.0,6,6,13.2
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,04,キタサンミカヅキ,森泰斗,13.2,6,中速スタミナ,カスリ,2,6,59,57,47,59,61,73,71,2,3,,4.0,6.0,10.0,4.0,2.0,2.0,4.0,3,5,12.9
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,05,マテラスカイ,武　豊,2.4,1,高速スタミナ,ピッタリ,1,0,58,59,55,62,60,85,76,19,1,,5.0,4.0,4.0,2.0,3.0,1.0,2.0,2,1,2.0
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,06,グレイスフルリープ,ルメー,8.8,3,中速底力,,7,17,44,45,52,54,54,71,70,-1,5,,11.0,10.0,6.0,7.0,7.0,6.0,5.0,1,4,12.0
京都10R　ＪＢＣスプリント３歳上(定量)　ダ1200ｍ　15:00発走,07,ウインムート,内田博,48.5,11,高速スタミナ,ピッタリ,4,12,58,59,55,54,53,64,63,-15,11,,5.0,4.0,4.0,7.0,8.0,12.0,12.0,9,12,96.4
